mol_id,smiles,num_atoms,split
JAK2_f97e77572b,O=c1[nH]c2cnc(-n3cnc4cc(C(F)(F)F)ccc43)nc2n1C1CCOCC1,29,train
JAK2_0ea667a781,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1,31,train
JAK2_1cc95fb461,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@H](C4CC4)C(F)(F)F)c23)cn1,31,train
JAK2_da21376389,O=C(Nc1cccc2c1[nH]c1ccccc12)C(F)(F)F,20,train
JAK2_e8596d56e7,CN1C/C=C/CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)C1,30,train
JAK2_bc8d95b8eb,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccc(Cl)cc4)CC3)nn3cccc23)n[nH]1,32,train
JAK2_dd65fc4349,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,35,train
JAK2_d5d27dfd44,C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CCCCC1,23,train
JAK2_37bf299c61,Cc1cnc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)s1,23,train
JAK2_67619c76a6,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C[C@H](C)O)CC4)c(F)c3)nn12,35,train
JAK2_344d035961,Cc1ccc(C(F)(F)F)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,26,train
JAK2_93bce114c0,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(F)cccc5F)c4n3)c2c1,30,train
JAK2_78be45a21d,C[C@@H]1CCN(C(=O)CO)C[C@@H]1N(C)c1ncnc2[nH]ccc12,22,train
JAK2_fe3a302ec1,CCCc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1,24,train
JAK2_4635e8b5a7,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(CN5CCS(=O)(=O)CC5)c4)nc23)cc1,35,train
JAK2_88aab806f5,FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,22,train
JAK2_349178859a,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ccc(F)cn1,30,train
JAK2_6bffee181b,Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,19,train
JAK2_d0967076f8,CNc1nccc(-c2cc(C(N)=O)c(-c3cc(Cl)ccc3C)[nH]2)n1,24,train
JAK2_61625c48ba,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccncn2)cc1C(N)=O,22,train
JAK2_3c0d066975,COc1cc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc(OC)c1OC,26,train
JAK2_61db91efb0,Clc1ccc(-n2nnnc2Sc2ncnc3sccc23)cc1,22,train
JAK2_334ed3669d,C[C@@H](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,19,train
JAK2_0e2e03941d,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CN(c3ccnc(F)c3)C2)c1,35,train
JAK2_0d848f1cb9,CCCCNc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12,22,train
JAK2_be1b46c1d1,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4Cl)c3)n2)cc1,33,train
JAK2_d538809150,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C,27,train
JAK2_86274ac229,CN1CCN(Cc2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,34,train
JAK2_bc7f2f8905,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,36,train
JAK2_83f2649a0b,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCC(C)C,27,train
JAK2_acc745bbd8,CCOC(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,27,train
JAK2_6bebe2f849,COc1ccc2c(c1)C(=O)N(c1nc(C(=O)Nc3cnccc3N3CCNCC3)cs1)C2,32,train
JAK2_42eda36dd1,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,26,train
JAK2_5820b88f74,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(N)cc(c2)C1,29,train
JAK2_58abbc6ba8,O=c1[nH]ccc2nc(NCc3ccccn3)c3ccc(F)cc3c12,24,train
JAK2_8d71f4b7aa,Cn1ccc2cccc(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc4nc[nH]c(=O)c34)c21,30,train
JAK2_816a38b335,COc1cc(Nc2nc3cccc(-c4cccc(NS(C)(=O)=O)c4)c3o2)cc(OC)c1OC,33,train
JAK2_392e861f10,O=C(CCl)/N=c1\sccn1Cc1ccccc1Cl,18,train
JAK2_04ac301396,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C(F)(F)F,26,train
JAK2_a238e9d43d,OCCCNc1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n1ncnc21,27,train
JAK2_e9e7548316,CN(C)c1ccc(C(F)(F)F)c(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1,29,train
JAK2_2fcf0c292c,Nc1nc2c(-c3ccncc3)cccn2n1,16,train
JAK2_031455ed44,Cc1cccc(Nc2sc(-c3ccc(F)cc3F)cc2C(N)=O)n1,24,train
JAK2_3a930d656a,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,25,train
JAK2_efbd18d7a2,COc1ccc2cc1COCC=CCOc1cccc(c1)-c1ccnc(n1)N2,28,train
JAK2_a47ffa20df,CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12,30,train
JAK2_11f8c9d4db,OCCN1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,36,train
JAK2_522c241c10,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC/1,34,train
JAK2_9308a0b3ff,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,24,train
JAK2_02db94a4e8,Nc1nn2cccnc2c1-c1cc(NCc2ccc(F)cc2)ncn1,25,train
JAK2_5398d50772,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,27,train
JAK2_0f122b00bd,C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C(C)(C)C,29,train
JAK2_1799a43d5c,CCNc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12,20,train
JAK2_f4b445f0d9,CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,26,train
JAK2_078daf1496,CC(C)Nc1cc(-c2c(N)nn3cccnc23)ncn1,20,train
JAK2_927180c033,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,29,train
JAK2_1987bf3668,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,28,train
JAK2_69b6c7ad6e,N#C[C@@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,28,train
JAK2_1d134684ff,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,28,train
JAK2_a6956eeec1,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(O)CC4)cc3)n2)cc1,31,train
JAK2_78f0dc8dac,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,24,train
JAK2_c778160c54,CC(C)(C)CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,32,train
JAK2_d17f69b0dc,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4)c3n2)cc(OC)c1OC,35,train
JAK2_6132155614,N[C@H](CO)C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,32,train
JAK2_07db07d1c5,CNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,18,train
JAK2_865410227d,COc1cc(OC)cc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,26,train
JAK2_127ddad99a,C[C@]1(O)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,20,train
JAK2_29329cdbc7,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,37,train
JAK2_1b1d19348c,CC(Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(C)(C)C,23,train
JAK2_be6c98f234,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccsc3)cn21,24,train
JAK2_8d10e8b31b,CC(C)[C@H](Nc1nc2ccncc2c2c(=O)[nH]ccc12)C(F)(F)F,24,train
JAK2_3b7ac4b7ff,CN1CCC[C@@H]1C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,34,train
JAK2_1a54d57745,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(NC(=O)N3CCOCC3)c2)C1,37,train
JAK2_86b883535b,Nc1n[nH]c2ccc(-c3cccc(Cl)n3)cc12,17,train
JAK2_4ca52a31fc,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4c(c3)CCC4)nc12,25,train
JAK2_f95a1174a7,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OCCn2ccnc2)c1,31,train
JAK2_e7866c3380,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccc(Cl)cc34)nc12)C(=O)N1CC(C#N)C1,33,train
JAK2_1a8156304e,CC1(C)C[C@@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12,22,train
JAK2_609fb0ec9d,N#CCNC(=O)c1ccc(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1,31,train
JAK2_f7a7250a14,NC(=O)c1cc(-c2ccccc2)sc1Nc1ccccn1,21,train
JAK2_7ada34f615,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,42,train
JAK2_788ecb8a6d,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,28,train
JAK2_f35e9dcb00,O=C(Cc1ccccc1)N1CCN(c2nc(Nc3ccccn3)c3cccn3n2)CC1,31,train
JAK2_d419cab11a,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1Cl,23,train
JAK2_6ba48c0238,COc1ccc(-c2cc(-c3cc(C)ccc3O)[nH]n2)cc1,21,train
JAK2_2359f243c7,COc1ccccc1-c1nnc(Sc2nc([N+](=O)[O-])nn2C)o1,23,train
JAK2_98950431a1,C[C@@H](Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1,24,train
JAK2_6bbe5c39de,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nn12,30,train
JAK2_52a796004f,O=C1CCN(CCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)C1,36,train
JAK2_84511f374e,COCCOc1ccc2cc1CN(C)C/C=C/COCc1ccc(o1)-c1ccnc(n1)N2,32,train
JAK2_f40344ea88,Cc1cc(-c2cccc3ncc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)nc23)ccc1CN1CCOCC1,39,train
JAK2_2840b6d407,Cc1cc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)ccn1,26,train
JAK2_1fabe0b6e5,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,34,train
JAK2_861df9394a,O=C(CSc1nnnn1-c1ccc(F)cc1)c1ccc(O)c(O)c1,24,train
JAK2_ef845a765a,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(OC(F)(F)F)c(c2)C1,33,train
JAK2_1d42209606,Nc1nn2cccnc2c1-c1cc(N2CCCCC2)ncn1,22,train
JAK2_ac110a4094,O=c1[nH]c2cnc(-n3cnc4ccc(C(F)(F)F)cc43)nc2n1C1CCOCC1,29,train
JAK2_4ca72aaeb3,CS(=O)(=O)c1cccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)c1,36,train
JAK2_f94799c74c,COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,39,train
JAK2_efe4ea3ad3,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(OCCN3CCCCC3)c(c2)C1,37,train
JAK2_00b175c137,COc1ccc(-c2cccc3nc(Nc4ccnc(C)c4)nn23)cc1,25,train
JAK2_144c512109,CN1CCN(c2ccc(Nc3nccc(-c4ccc(C(=O)NCC#N)cc4)n3)cc2)CC1,32,train
JAK2_b881dd1b25,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,35,train
JAK2_98be60090e,O=C(CCl)NC(=O)NC12CC3CC(CC(C3)C1)C2,18,train
JAK2_eb8659fda2,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,30,train
JAK2_0d8451bc9f,c1ccc(CNc2ccnc(-n3cnc4ccncc43)n2)cc1,23,train
JAK2_f800abb061,CNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,26,train
JAK2_3647a2142d,Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2)ccc1C(=O)N1CCN(C)CC1,41,train
JAK2_4be59170c2,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(P(C)(C)=O)cc5)cccn4n3)c2)CC1,33,train
JAK2_70cc9d691f,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)n[nH]1,30,train
JAK2_98ab1cfb36,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccccc1Cl,20,train
JAK2_1101b15f92,CSc1ccccc1Nc1nc(N2CCN(C3CCNCC3)CC2)nc2c(NCC3CC3)ncnc12,36,train
JAK2_662a262f4c,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,39,train
JAK2_960b66cbbc,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4F)c3n2)cc(OC)c1OC,36,train
JAK2_c5389e0c5f,C[C@@H]1CCN(S(=O)(=O)CC(F)(F)F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,26,train
JAK2_b1adeeecf0,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(Cl)cccc5Cl)c4n3)c2c1,30,train
JAK2_0d061b421e,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@@H](C(=O)N4CC(C#N)C4)C(C)(C)C)c3n2)c2ccc(Cl)cc21,36,train
JAK2_d890adc937,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,34,train
JAK2_96a01ee8ba,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc1,31,train
JAK2_d166bdb885,COc1cccc(/C=N/NC(=O)c2[nH]c(C)c(C(=O)N/N=C/c3cccc(OC)c3O)c2C)c1O,35,train
JAK2_11c5ca5dd8,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,28,train
JAK2_6735dbe647,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1.Cl,30,train
JAK2_24b9ac8616,C[C@@]1(O)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,20,train
JAK2_99c1157220,Cc1nc2c(=O)n(C)c(=O)n(C)c2nc1Cl,16,train
JAK2_2de3546599,N#CCC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,31,train
JAK2_a11faf2283,C[C@H](Nc1cc(-c2cccc(C#N)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,32,train
JAK2_caacddddc1,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCCCC1,25,train
JAK2_7199fc7e1a,C[C@H](Nc1nc(Nc2cn(C)cn2)c2ccccc2n1)c1ncc(F)cn1,27,train
JAK2_e216ad2482,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cc1,34,train
JAK2_f140dc790a,CCN(CC)CCOc1ccc2cc1CN(C)C/C=C/CCOc1cccc(c1)-c1ccnc(n1)N2,36,train
JAK2_8a10d0f2de,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C)C5CC5)c4n3)cc21,31,train
JAK2_c347932503,Cc1cccc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)c1,26,train
JAK2_3ed58ca77d,NC(=O)c1cnc(NC2CCCCC2)c2c1[nH]c1ccc(F)cc12,24,train
JAK2_1d59c0fe84,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc(Cl)c3[nH]nc(N)c3c2)cc1,25,train
JAK2_e11695626f,CC(C)C1C(C#N)=C(N)Oc2[nH]nc(-c3ccc4ccccc4c3)c21,25,train
JAK2_ac54f530b8,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,24,train
JAK2_494298beb8,C[C@H](Nc1cc(N2CC[C@@H](O)C2)nc(-n2cnc3ccncc32)n1)c1ccccc1,30,train
JAK2_5244fcd33d,COc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,24,train
JAK2_be75e8f15e,CN1C/C=C/COCC2CCCN(C2)c2ccnc(n2)Nc2cccc(c2)C1,28,train
JAK2_01705de244,CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(C#N)c3)nc12,24,train
JAK2_c4dc83ae2d,O=c1cc(-c2[nH]c(-c3ccc(-c4nnn[n-]4)cc3)nc2-c2ccc(F)cc2)cc[nH]1.[K+],31,train
JAK2_48306393f8,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2cccc(F)c21,30,train
JAK2_e1a1afc353,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,30,train
JAK2_f00eb40003,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(C2CN(c3ccnc(F)c3)C2)c1,34,train
JAK2_9d41fad277,Nc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1nc(N)nc21,25,train
JAK2_170d19e2a6,O=c1[nH]ccc2nc(NCC3CCS(=O)(=O)C3)c3ccc(F)cc3c12,25,train
JAK2_c68e5406e0,C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,26,train
JAK2_f45bea85ce,COc1ccc(-c2nc(Nc3cccc(NC(=O)CN)c3)nc3[nH]cnc23)cc1OC,31,train
JAK2_dd3afb5ac3,Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,32,train
JAK2_b7121e44d6,Cc1cc2[nH]c3c(c[n+](C)c4ccccc34)c2cc1C.[I-],21,train
JAK2_1e2ec72c32,Cc1nccn1Cc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,32,train
JAK2_4249473428,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,45,train
JAK2_387ef5022f,CCCN(CCC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,31,train
JAK2_50d7d45815,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,21,train
JAK2_a4b0117455,OB(O)c1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1,26,train
JAK2_dccb9a779d,COc1ccc(-c2cccc3nc(Nc4cc(OC)c(OC)c(OC)c4)oc23)cc1,30,train
JAK2_3c24dd783d,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,35,train
JAK2_a16f325c7e,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4C)c3n2)cc(OC)c1OC,36,train
JAK2_523a543e49,COc1cc(-c2cnc3[nH]cc(C(=O)N[C@H](C)C(=O)N4CC(C#N)C4)c3n2)cc(OC)c1OC,34,train
JAK2_bdbc5fb8c3,CN1C/C=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,28,train
JAK2_9e2ca53048,CC(C)[C@@H](Nc1ncc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C(F)(F)F,31,train
JAK2_8885b7a502,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1,33,train
JAK2_7d79e6dcac,CC1CCN(CCCNC(=O)c2cc3c(Cl)nc4ccccc4c3s2)CC1,27,train
JAK2_ba80624c8d,C[C@H](Nc1ncc(F)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,26,train
JAK2_8da2d9a891,Nc1n[nH]c2ccc(-c3ccc(CN4CCOCC4)cc3)cc12,23,train
JAK2_dd744628bf,O=C1C=CC(=O)N1CCNc1ncc(C(F)(F)F)cc1Cl,21,train
JAK2_0ed9821b25,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)c3n2)cc(OC)c1OC,37,train
JAK2_1bab63115e,Cc1cccc(Nc2sc(-c3ccccc3Cl)cc2C(N)=O)n1,23,train
JAK2_bfa22225e6,CNC(=O)c1cnc(N)c2cc(-c3ccc(OC(F)(F)F)cc3)sc12,25,train
JAK2_c2aa2a9954,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccccc4)nc23)cc1,26,train
JAK2_38e5488d63,Cc1cc(-c2ccccc2N(C)S(C)(=O)=O)n2nc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)ncc12,39,train
JAK2_4289ac4d2d,Cc1ccc2nc(C)cc(Nc3ccc([N+](=O)[O-])cc3)c2c1,22,train
JAK2_779b81d230,Nc1nc2c(-c3ccc(C(F)(F)F)cc3)cccn2n1,20,train
JAK2_8b7a869eb4,Nc1n[nH]c2ccc(-c3cccc(Cl)c3)cc12,17,train
JAK2_e8771262b0,O=C(Nc1c[nH]nc1-c1cccc(Cl)c1)c1cnn2cccnc12,24,train
JAK2_c3a50c8b83,COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,40,train
JAK2_daf4d3e0d7,NS(=O)(=O)OCCn1cnc2c(Nc3ccc(F)cc3)nc(NCc3ccc(C4CCCCC4)cc3)nc21,38,train
JAK2_b95c444e8f,CN1CCN(Cc2ccc(Nc3nccc(-c4ccc(NS(C)(=O)=O)cc4)n3)cc2)CC1,32,train
JAK2_2d847dbe40,O=C1CCN(c2ncc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)n2)CC1,33,train
JAK2_34a663fafd,NC(=O)c1cc(-c2ccccc2)sc1Nc1cccnc1,21,train
JAK2_6ac62e2ed5,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,33,train
JAK2_8c7a3c32e1,C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,36,train
JAK2_2a47bb5fcf,Cc1c(Cc2ccccc2)c(=O)oc2c(O)c(O)ccc12,21,train
JAK2_14bf65c909,CC(C)NCC(=O)N1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,34,train
JAK2_d5cdf1833d,CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2C(F)(F)F)cc1,33,train
JAK2_0ad5cb1c3d,C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4ccc(Cl)nn4)ccc3c12)C(C)(C)C,30,train
JAK2_021e1f9ba0,CC(C)Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,20,train
JAK2_ce61816287,CSc1nccc(-c2[nH]c(-c3ccc(O)cc3)nc2-c2ccc(F)cc2)n1,27,train
JAK2_2a6788af5f,Cc1cccc(N(Cc2ccccc2)C(=O)CCl)c1,19,train
JAK2_0834168958,CC[C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,19,train
JAK2_f975082624,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,30,train
JAK2_77deb1cb5a,Nc1n[nH]c2ccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cc12,25,train
JAK2_a2ab6addf6,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccccc1OCCNc1ccnc(F)c1,34,train
JAK2_12d3d678a1,NC(=O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5cccc6c5OC(F)(F)O6)n4n3)cc2)CC1,37,train
JAK2_8824d01afc,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccc(OCCCn2ccnc2)cc1,32,train
JAK2_7afa25920b,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(OCCNc2ccnc(F)c2)c1,31,train
JAK2_599df69c77,CC(C)Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(N[C@@H](C)C(C)(C)C)c23)cn1,32,train
JAK2_0c060525b7,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCC(O)CC4)cc3)n2)cc1,32,train
JAK2_290a5a9c8a,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,22,train
JAK2_aa38d6c9d7,NC(=O)c1cc(-c2ccccc2)sc1Nc1cccc(C(F)(F)F)n1,25,train
JAK2_1ffaf013ab,Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)s1,29,train
JAK2_d1623f98be,CN(C)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,27,train
JAK2_7229466f90,Cc1nc([N+](=O)[O-])c(Br)n1CC(=O)c1ccc2ccccc2c1,23,train
JAK2_755237cf1f,CN(C)C(=S)SSC(=S)N(C)C,12,train
JAK2_f50bf956d2,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,44,train
JAK2_e7aaafe0f1,CCCN(CCC)c1cc(-c2c(N)nn3cccnc23)ncn1,23,train
JAK2_ee18a170dc,COc1cc(Nc2nc3cccc(-c4ccc(NS(C)(=O)=O)cc4)c3o2)cc(OC)c1OC,33,train
JAK2_7cb66438d8,COc1ccc(Nc2nc(N3CCOCC3)c3nc[nH]c3n2)cc1OC,26,train
