parent_mol_id,seed_smiles,atom_a,atom_b,anchor_score_a,anchor_score_b,path_bonds,linker_length,target_ring,chemotype,size_probability,chemotype_probability,linker_probability,policy_probability,reward_probability,status,generated_smiles,extracted_linker_smiles,candidate_id,inchikey,known_linker_smiles
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,1.0,0.030511,0.019689,3.0,11.0,14.0,aza,0.030083,0.0,0.0,0.0,0.12689,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,4.0,16.0,alkyl,0.996962,0.999824,0.996787,0.996787,0.069216,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,4.0,16.0,oxa,0.996962,0.000176,0.000175,0.000175,0.223548,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,4.0,16.0,aza,0.996962,0.0,0.0,0.0,0.224502,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,5.0,17.0,alkyl,0.001651,0.999824,0.00165,0.00165,0.231273,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,5.0,17.0,oxa,0.001651,0.000176,0.0,0.0,0.211105,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,5.0,17.0,aza,0.001651,0.0,0.0,0.0,0.210591,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,12.0,24.0,alkyl,0.00131,0.999824,0.00131,0.00131,0.194556,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,12.0,24.0,oxa,0.00131,0.000176,0.0,0.0,0.188049,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,22.0,0.030511,0.016594,12.0,12.0,24.0,aza,0.00131,0.0,0.0,0.0,0.186206,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,4.0,17.0,alkyl,0.875139,0.999739,0.87491,0.87491,0.095833,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,4.0,17.0,oxa,0.875139,0.000247,0.000216,0.000216,0.239328,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,4.0,17.0,aza,0.875139,9e-06,8e-06,8e-06,0.241166,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,5.0,18.0,alkyl,0.122998,0.999739,0.122966,0.122966,0.251422,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,5.0,18.0,oxa,0.122998,0.000247,3e-05,3e-05,0.225345,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,5.0,18.0,aza,0.122998,9e-06,1e-06,1e-06,0.225563,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,6.0,19.0,alkyl,0.001816,0.999739,0.001815,0.001815,0.234177,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,6.0,19.0,oxa,0.001816,0.000247,0.0,0.0,0.215568,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,15.0,0.030511,0.015532,13.0,6.0,19.0,aza,0.001816,9e-06,0.0,0.0,0.214826,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,17.0,0.030511,0.009046,13.0,4.0,17.0,alkyl,0.99919,0.999993,0.999183,0.999183,0.066297,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,17.0,0.030511,0.009046,13.0,4.0,17.0,oxa,0.99919,7e-06,7e-06,7e-06,0.239084,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,17.0,0.030511,0.009046,13.0,4.0,17.0,aza,0.99919,0.0,0.0,0.0,0.240939,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,17.0,0.030511,0.009046,13.0,5.0,18.0,alkyl,0.000803,0.999993,0.000803,0.000803,0.246337,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,17.0,0.030511,0.009046,13.0,5.0,18.0,oxa,0.000803,7e-06,0.0,0.0,0.225163,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,17.0,0.030511,0.009046,13.0,5.0,18.0,aza,0.000803,0.0,0.0,0.0,0.225396,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,11.0,18.0,dioxa,0.781061,0.931146,0.727282,0.727282,0.270027,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,11.0,18.0,aza_oxa,0.781061,0.066791,0.052168,0.052168,0.241299,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,11.0,18.0,alkyl,0.781061,0.00205,0.001601,0.001601,0.155739,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,10.0,17.0,dioxa,0.213944,0.931146,0.199213,0.199213,0.260471,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,10.0,17.0,aza_oxa,0.213944,0.066791,0.01429,0.01429,0.246045,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,10.0,17.0,alkyl,0.213944,0.00205,0.000439,0.000439,0.155106,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,12.0,19.0,dioxa,0.003553,0.931146,0.003308,0.003308,0.241563,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,12.0,19.0,aza_oxa,0.003553,0.066791,0.000237,0.000237,0.235186,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,6.0,0.030511,0.007865,7.0,12.0,19.0,alkyl,0.003553,0.00205,7e-06,7e-06,0.156726,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,21.0,0.030511,0.007856,13.0,4.0,17.0,alkyl,0.99919,0.999993,0.999183,0.999183,0.066432,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,21.0,0.030511,0.007856,13.0,4.0,17.0,oxa,0.99919,7e-06,7e-06,7e-06,0.239041,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,21.0,0.030511,0.007856,13.0,4.0,17.0,aza,0.99919,0.0,0.0,0.0,0.240898,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,21.0,0.030511,0.007856,13.0,5.0,18.0,alkyl,0.000803,0.999993,0.000803,0.000803,0.246306,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,21.0,0.030511,0.007856,13.0,5.0,18.0,oxa,0.000803,7e-06,0.0,0.0,0.22513,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,21.0,0.030511,0.007856,13.0,5.0,18.0,aza,0.000803,0.0,0.0,0.0,0.225365,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,12.0,22.0,oxa,0.938993,0.998121,0.937229,0.937229,0.183828,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,12.0,22.0,alkyl,0.938993,0.001876,0.001762,0.001762,0.178217,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,12.0,22.0,aza_oxa,0.938993,3e-06,2e-06,2e-06,0.267535,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,11.0,21.0,oxa,0.061003,0.998121,0.060888,0.060888,0.171901,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,11.0,21.0,alkyl,0.061003,0.001876,0.000114,0.000114,0.178528,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,11.0,21.0,aza_oxa,0.061003,3e-06,0.0,0.0,0.274595,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,4.0,14.0,oxa,2e-06,0.998121,2e-06,2e-06,0.194309,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,4.0,14.0,alkyl,2e-06,0.001876,0.0,0.0,0.214207,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,29.0,10.0,0.030511,0.006611,10.0,4.0,14.0,aza_oxa,2e-06,3e-06,0.0,0.0,0.300717,rejected_known_linker,C[C@H]1NC(=O)c2c[nH]c3nc(c(-c4nn(C)c5cc(C#N)ccc45)nc23)CCCCC2C(C#N)CN2C1=O,[1*]C(=O)N1CC(C#N)C1CCCC[10*];[1*]C(=O)N1CC(C#N)C1CCC[26*];[1*]C(=O)N1CC(C#N)C1CC[27*];[1*]C(=O)N1CC(C#N)C1C[28*];[1*]C(=O)N1CC(C#N)C1[29*];[1*]NC([5*])=O;[10*]CCCCC1C(C#N)CN1[36*];[10*]CCCC[30*];[10*]CCC[29*];[2*][C@H](C)C(=O)N1CC(C#N)C1CC[27*];[2*][C@H](C)C(=O)N1CC(C#N)C1C[28*];[2*][C@H](C)C(=O)N1CC(C#N)C1[29*];[2*][C@H](C)C([35*])=O;[26*]CCCC1C(C#N)CN1[36*];[26*]CCC[30*];[27*]CCC1C(C#N)CN1[36*];[28*]CC1C(C#N)CN1[36*];[29*]C1C(C#N)CN1[36*];[3*]N[C@@H]([36*])C;[3*]N[C@H](C)C(=O)N1CC(C#N)C1C[28*];[3*]N[C@H](C)C(=O)N1CC(C#N)C1[29*];[3*]N[C@H](C)C([35*])=O;[5*]C(=O)N[C@@H]([36*])C;[5*]C(=O)N[C@H](C)C([35*])=O,,,[1*]NC([5*])=O;[2*][C@H](C)C([35*])=O;[26*]CCC[30*];[3*]N[C@@H]([36*])C;[3*]N[C@H](C)C([35*])=O;[5*]C(=O)N[C@@H]([36*])C;[5*]C(=O)N[C@H](C)C([35*])=O
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,1.0,0.030511,0.019689,3.0,11.0,14.0,alkyl,0.030083,1.0,0.030083,0.030083,0.131226,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,1.0,0.030511,0.019689,3.0,11.0,14.0,aza_oxa,0.030083,0.0,0.0,0.0,0.198092,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,1.0,0.030511,0.019689,3.0,11.0,14.0,aza,0.030083,0.0,0.0,0.0,0.12689,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,4.0,16.0,alkyl,0.996962,0.999824,0.996787,0.996787,0.069216,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,4.0,16.0,oxa,0.996962,0.000176,0.000175,0.000175,0.223548,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,4.0,16.0,aza,0.996962,0.0,0.0,0.0,0.224502,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,5.0,17.0,alkyl,0.001651,0.999824,0.00165,0.00165,0.231273,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,5.0,17.0,oxa,0.001651,0.000176,0.0,0.0,0.211105,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,5.0,17.0,aza,0.001651,0.0,0.0,0.0,0.210591,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,12.0,24.0,alkyl,0.00131,0.999824,0.00131,0.00131,0.194556,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,12.0,24.0,oxa,0.00131,0.000176,0.0,0.0,0.188049,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,22.0,0.030511,0.016594,12.0,12.0,24.0,aza,0.00131,0.0,0.0,0.0,0.186206,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,4.0,17.0,alkyl,0.875139,0.999739,0.87491,0.87491,0.095833,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,4.0,17.0,oxa,0.875139,0.000247,0.000216,0.000216,0.239328,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,4.0,17.0,aza,0.875139,9e-06,8e-06,8e-06,0.241166,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,5.0,18.0,alkyl,0.122998,0.999739,0.122966,0.122966,0.251422,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,5.0,18.0,oxa,0.122998,0.000247,3e-05,3e-05,0.225345,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,5.0,18.0,aza,0.122998,9e-06,1e-06,1e-06,0.225563,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,6.0,19.0,alkyl,0.001816,0.999739,0.001815,0.001815,0.234177,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,6.0,19.0,oxa,0.001816,0.000247,0.0,0.0,0.215568,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,15.0,0.030511,0.015532,13.0,6.0,19.0,aza,0.001816,9e-06,0.0,0.0,0.214826,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,17.0,0.030511,0.009046,13.0,4.0,17.0,alkyl,0.99919,0.999993,0.999183,0.999183,0.066297,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,17.0,0.030511,0.009046,13.0,4.0,17.0,oxa,0.99919,7e-06,7e-06,7e-06,0.239084,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,17.0,0.030511,0.009046,13.0,4.0,17.0,aza,0.99919,0.0,0.0,0.0,0.240939,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,17.0,0.030511,0.009046,13.0,5.0,18.0,alkyl,0.000803,0.999993,0.000803,0.000803,0.246337,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,17.0,0.030511,0.009046,13.0,5.0,18.0,oxa,0.000803,7e-06,0.0,0.0,0.225163,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,17.0,0.030511,0.009046,13.0,5.0,18.0,aza,0.000803,0.0,0.0,0.0,0.225396,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,6.0,0.030511,0.007865,7.0,11.0,18.0,dioxa,0.781061,0.931146,0.727282,0.727282,0.270027,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,6.0,0.030511,0.007865,7.0,11.0,18.0,aza_oxa,0.781061,0.066791,0.052168,0.052168,0.241299,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,6.0,0.030511,0.007865,7.0,11.0,18.0,alkyl,0.781061,0.00205,0.001601,0.001601,0.155739,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,6.0,0.030511,0.007865,7.0,10.0,17.0,dioxa,0.213944,0.931146,0.199213,0.199213,0.260471,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,6.0,0.030511,0.007865,7.0,10.0,17.0,aza_oxa,0.213944,0.066791,0.01429,0.01429,0.246045,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,6.0,0.030511,0.007865,7.0,10.0,17.0,alkyl,0.213944,0.00205,0.000439,0.000439,0.155106,rejected_by_reward_model,,,,,
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,33.0,6.0,0.030511,0.007865,7.0,12.0,19.0,dioxa,0.003553,0.931146,0.003308,0.003308,0.241563,rejected_by_reward_model,,,,,
