fragment_id,mol_id,linker_smiles,chemotype_label
FRAG_d8e2b94ec9,JAK2_8d7410b68f,[7*]Nc1nccc(-c2ccc([31*])o2)n1,aza_oxa
FRAG_60ff7e76cf,JAK2_8d7410b68f,[19*]c1nccc([26*])n1,diaza
FRAG_29911345e7,JAK2_8d7410b68f,[19*]c1nccc(-c2ccc([31*])o2)n1,aza_oxa
FRAG_e9b5176931,JAK2_8d7410b68f,[19*]c1nccc(-c2ccc(C[32*])o2)n1,aza_oxa
FRAG_4181d60c74,JAK2_8d7410b68f,[24*]c1ccc([31*])o1,oxa
FRAG_041efa05f1,JAK2_8d7410b68f,[24*]c1ccc(C[32*])o1,oxa
FRAG_71728d3fc2,JAK2_8d7410b68f,[24*]c1ccc(CO[33*])o1,dioxa
FRAG_6a8cd90dfe,JAK2_8d7410b68f,*COCc1ccc([24*])o1,dioxa
FRAG_02ccf43a46,JAK2_8d7410b68f,*COC[29*],oxa
FRAG_4fcde710f4,JAK2_5f2f4ef7ea,[6*]COC[19*],oxa
FRAG_8bc7b92b5a,JAK2_5f2f4ef7ea,[6*]COCC=C[21*],oxa
FRAG_99bc7ea468,JAK2_5f2f4ef7ea,[6*]COCC=CC[22*],oxa
FRAG_c24a5a270b,JAK2_5f2f4ef7ea,[6*]COCC=CCO[23*],dioxa
FRAG_c1e3da6b27,JAK2_5f2f4ef7ea,[6*]COCC=CCOC[24*],dioxa
FRAG_329fd516b9,JAK2_5f2f4ef7ea,[16*]OCC=C[21*],oxa
FRAG_5482709493,JAK2_5f2f4ef7ea,[16*]OCC=CC[22*],oxa
FRAG_90eaedd21b,JAK2_5f2f4ef7ea,[16*]OCC=CCO[23*],dioxa
FRAG_5d77b41375,JAK2_5f2f4ef7ea,[16*]OCC=CCOC[24*],dioxa
FRAG_bc05767a5d,JAK2_5f2f4ef7ea,[17*]CC=C[21*],alkyl
FRAG_483ed9240f,JAK2_5f2f4ef7ea,[17*]CC=CC[22*],alkyl
FRAG_27004e736c,JAK2_5f2f4ef7ea,[17*]CC=CCO[23*],oxa
FRAG_4276ffad18,JAK2_5f2f4ef7ea,[17*]CC=CCOC[24*],oxa
FRAG_7e4d0b94c2,JAK2_5f2f4ef7ea,[17*]CC=CCOCc1cccc([30*])c1,oxa
FRAG_d3897ff306,JAK2_5f2f4ef7ea,[18*]C=CC[22*],alkyl
FRAG_c70aee9880,JAK2_5f2f4ef7ea,[18*]C=CCO[23*],oxa
FRAG_6a75c516c0,JAK2_5f2f4ef7ea,[18*]C=CCOC[24*],oxa
FRAG_33d2d627e5,JAK2_5f2f4ef7ea,[18*]C=CCOCc1cccc([30*])c1,oxa
FRAG_2bf9909dbf,JAK2_5f2f4ef7ea,[20*]COC[24*],oxa
FRAG_5a3ffd19f7,JAK2_5f2f4ef7ea,[20*]COCc1cccc([30*])c1,oxa
FRAG_3b1604df4b,JAK2_5f2f4ef7ea,[21*]OCc1cccc([30*])c1,oxa
FRAG_522ab53973,JAK2_5f2f4ef7ea,[22*]Cc1cccc([30*])c1,alkyl
FRAG_a2392fcbd8,JAK2_5f2f4ef7ea,[23*]c1cccc([30*])c1,alkyl
FRAG_ab63077c7f,JAK2_5f2f4ef7ea,[23*]c1cccc(-c2ccnc([36*])n2)c1,diaza
FRAG_993da5ec9d,JAK2_5f2f4ef7ea,[28*]c1ccnc([36*])n1,diaza
FRAG_53b88ed2e2,JAK2_5f2f4ef7ea,[4*]Nc1nccc([28*])n1,diaza
FRAG_741360e27b,JAK2_12286137c9,[5*]Nc1cccc([14*])c1,aza
FRAG_7faeab4074,JAK2_12286137c9,[5*]Nc1cccc(C[15*])c1,aza
FRAG_98a407dca1,JAK2_12286137c9,[5*]Nc1cccc(CN([17*])C)c1,diaza
FRAG_24c944bd04,JAK2_12286137c9,[5*]Nc1cccc(CN(C)C[18*])c1,diaza
FRAG_ab9324edcc,JAK2_12286137c9,[7*]c1nc([27*])cc(C)n1,diaza
FRAG_21bfa58e2f,JAK2_12286137c9,[7*]c1cccc([14*])c1,alkyl
FRAG_d1c8d66104,JAK2_12286137c9,[7*]c1cccc(C[15*])c1,alkyl
FRAG_b2817c2596,JAK2_12286137c9,[7*]c1cccc(CN([17*])C)c1,aza
FRAG_62842274b9,JAK2_12286137c9,[7*]c1cccc(CN(C)C[18*])c1,aza
FRAG_57f2282fec,JAK2_12286137c9,[7*]c1cccc(CN(C)C/C=C/[20*])c1,aza
FRAG_04c7f353cf,JAK2_12286137c9,[8*]Nc1nc([27*])cc(C)n1,diaza
FRAG_c8e24cbcca,JAK2_12286137c9,[12*]CN([17*])C,aza
FRAG_afa0ab044c,JAK2_12286137c9,[12*]CN(C)C[18*],aza
FRAG_f824fa866a,JAK2_12286137c9,[12*]CN(C)C/C=C/[20*],aza
FRAG_5e365e857b,JAK2_12286137c9,[12*]CN(C)C/C=C/C[21*],aza
FRAG_e4e2e2fee3,JAK2_12286137c9,[12*]CN(C)C/C=C/CC[22*],aza
FRAG_b595be687a,JAK2_12286137c9,[12*]CN(C)C/C=C/CCO[23*],aza_oxa
FRAG_60706d96f6,JAK2_12286137c9,[14*]N(C)C[18*],aza
FRAG_dd14cf0af7,JAK2_12286137c9,[14*]N(C)C/C=C/[20*],aza
FRAG_0967b43ef8,JAK2_12286137c9,[14*]N(C)C/C=C/C[21*],aza
FRAG_8f50b67fa4,JAK2_12286137c9,[14*]N(C)C/C=C/CC[22*],aza
FRAG_e44a152f6c,JAK2_12286137c9,[14*]N(C)C/C=C/CCO[23*],aza_oxa
FRAG_c1f4d07d57,JAK2_12286137c9,[15*]C/C=C/[20*],alkyl
FRAG_e6b722533f,JAK2_12286137c9,[15*]C/C=C/C[21*],alkyl
FRAG_7677fe6348,JAK2_12286137c9,[15*]C/C=C/CC[22*],alkyl
FRAG_008c3afbe5,JAK2_12286137c9,[15*]C/C=C/CCO[23*],oxa
FRAG_af556e5b4f,JAK2_12286137c9,[3*]c1cccc(OCC/C=C/C[15*])c1,oxa
FRAG_e0275db1b1,JAK2_12286137c9,[17*]/C=C/C[21*],alkyl
FRAG_b29f910d75,JAK2_12286137c9,[17*]/C=C/CC[22*],alkyl
FRAG_154bc76498,JAK2_12286137c9,[17*]/C=C/CCO[23*],oxa
FRAG_fb3778a54a,JAK2_12286137c9,[3*]c1cccc(OCC/C=C/[17*])c1,oxa
FRAG_77501614df,JAK2_12286137c9,[19*]CCO[23*],oxa
FRAG_b147c762c9,JAK2_12286137c9,[3*]c1cccc(OCC[19*])c1,oxa
FRAG_37b854c136,JAK2_12286137c9,[3*]c1cccc(OC[20*])c1,oxa
FRAG_6e6caf639a,JAK2_12286137c9,[3*]c1cccc(O[21*])c1,oxa
FRAG_1a48694903,JAK2_12286137c9,[3*]c1cccc([22*])c1,alkyl
FRAG_00c3beb7ce,JAK2_09427d2b15,[1*]COC[5*],oxa
FRAG_81941861e9,JAK2_09427d2b15,[1*]COCc1cncc([11*])c1,aza_oxa
FRAG_288380f93f,JAK2_09427d2b15,[2*]/C=C/COCc1cccc(N[15*])c1,oxa_aza
FRAG_3b3dbe5b3d,JAK2_09427d2b15,[2*]/C=C/COCc1cccc([17*])c1,oxa
FRAG_187981cbde,JAK2_09427d2b15,[2*]/C=C/COC[22*],oxa
FRAG_1af9d5c461,JAK2_09427d2b15,[2*]/C=C/CO[24*],oxa
FRAG_f5a3c1b9eb,JAK2_09427d2b15,[2*]/C=C/C[25*],alkyl
FRAG_fb810d156c,JAK2_09427d2b15,[2*]OCc1cncc([11*])c1,aza_oxa
FRAG_60a6966ce3,JAK2_09427d2b15,[3*]C/C=C/COCc1cccc([17*])c1,oxa
FRAG_b259ac63c3,JAK2_09427d2b15,[3*]C/C=C/COC[22*],oxa
FRAG_80d90a373d,JAK2_09427d2b15,[3*]C/C=C/CO[24*],oxa
FRAG_552a9ea850,JAK2_09427d2b15,[3*]C/C=C/C[25*],alkyl
FRAG_83fa696e35,JAK2_09427d2b15,[3*]C/C=C/[26*],alkyl
FRAG_07167fbd57,JAK2_09427d2b15,[3*]Cc1cncc([11*])c1,aza
FRAG_9faf97f38e,JAK2_09427d2b15,[4*]OC/C=C/COC[22*],dioxa
FRAG_66da6595b9,JAK2_09427d2b15,[4*]OC/C=C/CO[24*],dioxa
FRAG_ab6ba6aaed,JAK2_09427d2b15,[4*]OC/C=C/C[25*],oxa
FRAG_af63295ce0,JAK2_09427d2b15,[4*]OC/C=C/[26*],oxa
FRAG_5b94e8e5e4,JAK2_09427d2b15,[4*]c1cncc([11*])c1,aza
FRAG_825b73e11f,JAK2_09427d2b15,[4*]c1cncc(-c2ccnc([17*])n2)c1,diaza
FRAG_cf9936fbf1,JAK2_09427d2b15,[5*]COC/C=C/COC[22*],dioxa
FRAG_7bf3ed6856,JAK2_09427d2b15,[5*]COC/C=C/CO[24*],dioxa
FRAG_715766f876,JAK2_09427d2b15,[5*]COC/C=C/C[25*],oxa
FRAG_dec8fbdea2,JAK2_09427d2b15,[5*]COC/C=C/[26*],oxa
FRAG_d077474fe6,JAK2_09427d2b15,[9*]c1ccnc([17*])n1,diaza
FRAG_6a4e59ec6f,JAK2_09427d2b15,[9*]c1ccnc(N[18*])n1,diaza
FRAG_400a6454ae,JAK2_09427d2b15,[11*]c1cncc(COC/C=C/C[25*])c1,aza_oxa
FRAG_fc05722bdc,JAK2_09427d2b15,[11*]c1cncc(COC/C=C/[26*])c1,aza_oxa
FRAG_9a3977f118,JAK2_09427d2b15,[15*]Nc1cccc([24*])c1,aza
FRAG_2c00c19dc8,JAK2_09427d2b15,[15*]Nc1cccc(C[25*])c1,aza
FRAG_e6242ce398,JAK2_09427d2b15,[15*]Nc1cccc(CO[26*])c1,aza_oxa
FRAG_f1e836d778,JAK2_09427d2b15,*COCc1cccc(N[15*])c1,oxa_aza
FRAG_88d6a2299b,JAK2_09427d2b15,[17*]c1cccc([24*])c1,alkyl
FRAG_8b33e748ba,JAK2_09427d2b15,[17*]c1cccc(C[25*])c1,alkyl
FRAG_4b47879915,JAK2_09427d2b15,[17*]c1cccc(CO[26*])c1,oxa
FRAG_d977d679f2,JAK2_09427d2b15,*COCc1cccc([17*])c1,oxa
FRAG_3f7f062a42,JAK2_09427d2b15,*COC[22*],oxa
FRAG_fe6e86e9f9,JAK2_1b9ba10888,[6*]c1ccc2ccn([16*])c2c1,aza
FRAG_b86253cbd1,JAK2_1b9ba10888,[6*]c1ccc2ccn(C[17*])c2c1,aza
FRAG_6f97a16b2b,JAK2_1b9ba10888,[6*]c1ccc2ccn(C/C=C/[19*])c2c1,aza
FRAG_da1616e89d,JAK2_1b9ba10888,[7*]c1nc(N[24*])ncc1C,diaza
FRAG_0ba469f540,JAK2_1b9ba10888,[7*]c1nc([36*])ncc1C,diaza
FRAG_0e6a011604,JAK2_1b9ba10888,[13*]C/C=C/[19*],alkyl
FRAG_3464a883df,JAK2_1b9ba10888,[13*]C/C=C/C[20*],alkyl
FRAG_a9637cda34,JAK2_1b9ba10888,[13*]C/C=C/CO[21*],oxa
FRAG_968c2ee0a6,JAK2_1b9ba10888,[13*]C/C=C/COC[22*],oxa
FRAG_8cd5496364,JAK2_1b9ba10888,[16*]/C=C/C[20*],alkyl
FRAG_0ae1098340,JAK2_1b9ba10888,[16*]/C=C/CO[21*],oxa
FRAG_8c2cd4b804,JAK2_1b9ba10888,[16*]/C=C/COC[22*],oxa
FRAG_3779c02369,JAK2_1b9ba10888,[18*]COC[22*],oxa
FRAG_7de8caf4f2,JAK2_2ed91465fe,[7*]COC[11*],oxa
FRAG_9a914a512e,JAK2_2ed91465fe,[7*]COCC=C[13*],oxa
FRAG_c0ae770234,JAK2_2ed91465fe,[7*]COCC=CC[14*],oxa
FRAG_717da0b5fd,JAK2_2ed91465fe,[7*]COCC=CCC[15*],oxa
FRAG_d2c12fc597,JAK2_2ed91465fe,[7*]COCC=CCCO[16*],dioxa
FRAG_dc09737ce0,JAK2_2ed91465fe,[8*]c1cc(N[26*])ccc1OC,aza_oxa
FRAG_6dbf4e1bc5,JAK2_2ed91465fe,[8*]c1cc([28*])ccc1OC,oxa
FRAG_f7b5e405fe,JAK2_2ed91465fe,[8*]OCC=C[13*],oxa
FRAG_28b881099e,JAK2_2ed91465fe,[8*]OCC=CC[14*],oxa
FRAG_1e8836d63f,JAK2_2ed91465fe,[8*]OCC=CCC[15*],oxa
FRAG_64f346888e,JAK2_2ed91465fe,[8*]OCC=CCCO[16*],dioxa
FRAG_84c9f9a6d8,JAK2_2ed91465fe,[9*]Cc1cc(N[26*])ccc1OC,aza_oxa
FRAG_19414b7aeb,JAK2_2ed91465fe,[9*]Cc1cc([28*])ccc1OC,oxa
FRAG_882f9fc487,JAK2_2ed91465fe,[9*]CC=C[13*],alkyl
FRAG_6a1add3ad5,JAK2_2ed91465fe,[9*]CC=CC[14*],alkyl
FRAG_c3abb3b5ea,JAK2_2ed91465fe,[9*]CC=CCC[15*],alkyl
FRAG_1847576709,JAK2_2ed91465fe,[9*]CC=CCCO[16*],oxa
FRAG_0c0bfbf62a,JAK2_2ed91465fe,[9*]CC=CCCOc1cccc([22*])c1,oxa
FRAG_5da4a2ed57,JAK2_2ed91465fe,[10*]OCc1cc(N[26*])ccc1OC,oxa_aza
FRAG_7690ae0095,JAK2_2ed91465fe,[10*]OCc1cc([28*])ccc1OC,dioxa
FRAG_acc4e58e1e,JAK2_2ed91465fe,[10*]C=CC[14*],alkyl
FRAG_fdaaa7e0bb,JAK2_2ed91465fe,[10*]C=CCC[15*],alkyl
FRAG_6b1d414be5,JAK2_2ed91465fe,[10*]C=CCCO[16*],oxa
FRAG_531c8a65fc,JAK2_2ed91465fe,[10*]C=CCCOc1cccc([22*])c1,oxa
FRAG_5147fed513,JAK2_2ed91465fe,[11*]COCc1cc(N[26*])ccc1OC,oxa_aza
FRAG_4112baf52c,JAK2_2ed91465fe,[11*]COCc1cc([28*])ccc1OC,dioxa
FRAG_7ea0fd136b,JAK2_2ed91465fe,[12*]CCO[16*],oxa
FRAG_6b5d67e161,JAK2_2ed91465fe,[12*]CCOc1cccc([22*])c1,oxa
FRAG_72ef2bf445,JAK2_2ed91465fe,[13*]COc1cccc([22*])c1,oxa
FRAG_e9a56267bb,JAK2_2ed91465fe,[14*]Oc1cccc([22*])c1,oxa
FRAG_80083dcb43,JAK2_2ed91465fe,[15*]c1cccc([22*])c1,alkyl
FRAG_1a2b510014,JAK2_2ed91465fe,[15*]c1cccc(-c2ccnc([28*])n2)c1,diaza
FRAG_1ab658daab,JAK2_2ed91465fe,[20*]c1ccnc([28*])n1,diaza
FRAG_03e3ec37b3,JAK2_2ed91465fe,[5*]Nc1nccc([20*])n1,diaza
FRAG_168de3117a,JAK2_aba55c653f,[1*]COC[5*],oxa
FRAG_fec9f6d6e7,JAK2_aba55c653f,[1*]COCc1ccc([10*])o1,dioxa
FRAG_344ec526e4,JAK2_aba55c653f,[2*]/C=C/COCc1cccc(N[14*])c1,oxa_aza
FRAG_76c67b3ccb,JAK2_aba55c653f,[2*]/C=C/COCc1cccc([16*])c1,oxa
FRAG_df30bc4341,JAK2_aba55c653f,[2*]/C=C/COC[21*],oxa
FRAG_349703eb17,JAK2_aba55c653f,[2*]/C=C/CO[23*],oxa
FRAG_9c2a2f053e,JAK2_aba55c653f,[2*]/C=C/C[24*],alkyl
FRAG_7e7f64e55c,JAK2_aba55c653f,[2*]OCc1ccc([10*])o1,dioxa
FRAG_c41c46f70e,JAK2_aba55c653f,[3*]C/C=C/COCc1cccc([16*])c1,oxa
FRAG_0eb67c0f9e,JAK2_aba55c653f,[3*]C/C=C/COC[21*],oxa
FRAG_4f247657b9,JAK2_aba55c653f,[3*]C/C=C/CO[23*],oxa
FRAG_d7171414e4,JAK2_aba55c653f,[3*]C/C=C/C[24*],alkyl
FRAG_79c04921d7,JAK2_aba55c653f,[3*]C/C=C/[25*],alkyl
FRAG_dc25f44539,JAK2_aba55c653f,[3*]Cc1ccc([10*])o1,oxa
FRAG_aa8d24d0ae,JAK2_aba55c653f,[3*]Cc1ccc(-c2ccnc([16*])n2)o1,aza_oxa
FRAG_10cce339b4,JAK2_aba55c653f,[4*]OC/C=C/COC[21*],dioxa
FRAG_65ccf8c094,JAK2_aba55c653f,[4*]OC/C=C/CO[23*],dioxa
FRAG_43df18fb4d,JAK2_aba55c653f,[4*]OC/C=C/C[24*],oxa
FRAG_5b188527f6,JAK2_aba55c653f,[4*]OC/C=C/[25*],oxa
FRAG_8a210e8f0f,JAK2_aba55c653f,[4*]c1ccc([10*])o1,oxa
FRAG_708ba65993,JAK2_aba55c653f,[4*]c1ccc(-c2ccnc([16*])n2)o1,aza_oxa
FRAG_7171fa34e1,JAK2_aba55c653f,[4*]c1ccc(-c2ccnc(N[17*])n2)o1,aza_oxa
FRAG_7b6d8a2f07,JAK2_aba55c653f,[5*]COC/C=C/COC[21*],dioxa
FRAG_f2b989b681,JAK2_aba55c653f,[5*]COC/C=C/CO[23*],dioxa
FRAG_f6224d60f8,JAK2_aba55c653f,[5*]COC/C=C/C[24*],oxa
FRAG_5b13cda3af,JAK2_aba55c653f,[5*]COC/C=C/[25*],oxa
FRAG_ea30d6d666,JAK2_aba55c653f,[8*]c1ccnc([16*])n1,diaza
FRAG_adeddaac0a,JAK2_aba55c653f,[8*]c1ccnc(N[17*])n1,diaza
FRAG_682a70e3ee,JAK2_aba55c653f,[10*]c1ccc(COC/C=C/CO[23*])o1,dioxa
FRAG_f12829f64b,JAK2_aba55c653f,[10*]c1ccc(COC/C=C/C[24*])o1,dioxa
FRAG_d4971f3db2,JAK2_aba55c653f,[10*]c1ccc(COC/C=C/[25*])o1,dioxa
FRAG_c5e1e95ec9,JAK2_aba55c653f,[14*]Nc1cccc([23*])c1,aza
FRAG_e00e566051,JAK2_aba55c653f,[14*]Nc1cccc(C[24*])c1,aza
FRAG_afe8731ecd,JAK2_aba55c653f,[14*]Nc1cccc(CO[25*])c1,aza_oxa
FRAG_456769bcfd,JAK2_aba55c653f,*COCc1cccc(N[14*])c1,oxa_aza
FRAG_badb8c3a57,JAK2_aba55c653f,[16*]c1cccc([23*])c1,alkyl
FRAG_1aa21c2bb8,JAK2_aba55c653f,[16*]c1cccc(C[24*])c1,alkyl
FRAG_ea2bd937d8,JAK2_aba55c653f,[16*]c1cccc(CO[25*])c1,oxa
FRAG_e44257d07e,JAK2_aba55c653f,*COCc1cccc([16*])c1,oxa
FRAG_e731d6c998,JAK2_aba55c653f,*COC[21*],oxa
FRAG_87b3edbdd9,JAK2_989e4e23b7,[1*]C/C=C/[5*],alkyl
FRAG_f764b37860,JAK2_989e4e23b7,[1*]C/C=C/C[6*],alkyl
FRAG_786784ddf7,JAK2_989e4e23b7,[1*]C/C=C/CO[7*],oxa
FRAG_fe3db441cb,JAK2_989e4e23b7,[1*]C/C=C/COC[8*],oxa
FRAG_0c403d7ba1,JAK2_989e4e23b7,[1*]C/C=C/COCc1ccc([13*])o1,dioxa
FRAG_2049c49316,JAK2_989e4e23b7,[2*]N(C)Cc1cccc(N[17*])c1,diaza
FRAG_fffee15050,JAK2_989e4e23b7,[2*]N(C)Cc1cccc([19*])c1,aza
FRAG_100e600a40,JAK2_989e4e23b7,[2*]N(C)C[24*],aza
FRAG_d6106ec24c,JAK2_989e4e23b7,[2*]/C=C/C[6*],alkyl
FRAG_a70918a050,JAK2_989e4e23b7,[2*]/C=C/CO[7*],oxa
FRAG_f8f0fe1f89,JAK2_989e4e23b7,[2*]/C=C/COC[8*],oxa
FRAG_67784838ad,JAK2_989e4e23b7,[2*]/C=C/COCc1ccc([13*])o1,dioxa
FRAG_a2a2231fdf,JAK2_989e4e23b7,[3*]CN(C)Cc1cccc(N[17*])c1,diaza
FRAG_234d59be3e,JAK2_989e4e23b7,[3*]CN(C)Cc1cccc([19*])c1,aza
FRAG_c9ad33414f,JAK2_989e4e23b7,[3*]CN(C)C[24*],aza
FRAG_510d917254,JAK2_989e4e23b7,[3*]CN([26*])C,aza
FRAG_98a75bfc6a,JAK2_989e4e23b7,[4*]COC[8*],oxa
FRAG_1a9b839ebb,JAK2_989e4e23b7,[4*]COCc1ccc([13*])o1,dioxa
FRAG_2ee477a032,JAK2_989e4e23b7,[5*]/C=C/CN(C)Cc1cccc([19*])c1,aza
FRAG_792f8af3e6,JAK2_989e4e23b7,[5*]/C=C/CN(C)C[24*],aza
FRAG_aa6888962f,JAK2_989e4e23b7,[5*]/C=C/CN([26*])C,aza
FRAG_ea7b1d0ad8,JAK2_989e4e23b7,[5*]OCc1ccc([13*])o1,dioxa
FRAG_29932d15df,JAK2_989e4e23b7,[6*]C/C=C/CN(C)C[24*],aza
FRAG_1936334618,JAK2_989e4e23b7,[6*]C/C=C/CN([26*])C,aza
FRAG_b3a5608de0,JAK2_989e4e23b7,[6*]Cc1ccc([13*])o1,oxa
FRAG_fc9aae2317,JAK2_989e4e23b7,[6*]Cc1ccc(-c2ccnc([19*])n2)o1,aza_oxa
FRAG_7f5ec1a204,JAK2_989e4e23b7,[7*]OC/C=C/CN(C)C[24*],oxa_aza
FRAG_be25f139d4,JAK2_989e4e23b7,[7*]OC/C=C/CN([26*])C,oxa_aza
FRAG_004e6ff557,JAK2_989e4e23b7,[7*]c1ccc([13*])o1,oxa
FRAG_0f1a1da2a0,JAK2_989e4e23b7,[7*]c1ccc(-c2ccnc([19*])n2)o1,aza_oxa
FRAG_0e5bb1d4b5,JAK2_989e4e23b7,[7*]c1ccc(-c2ccnc(N[20*])n2)o1,aza_oxa
FRAG_077040490c,JAK2_989e4e23b7,[8*]COC/C=C/CN(C)C[24*],oxa_aza
FRAG_57ad86ba5c,JAK2_989e4e23b7,[8*]COC/C=C/CN([26*])C,oxa_aza
FRAG_183c05421f,JAK2_989e4e23b7,[11*]c1ccnc([19*])n1,diaza
FRAG_5bd14aa922,JAK2_989e4e23b7,[11*]c1ccnc(N[20*])n1,diaza
FRAG_0f9179e355,JAK2_989e4e23b7,[17*]Nc1cccc([26*])c1,aza
FRAG_ca55d2ceab,JAK2_989e4e23b7,[1*]Cc1cccc(N[17*])c1,aza
FRAG_20673767b0,JAK2_989e4e23b7,[19*]c1cccc([26*])c1,alkyl
FRAG_921ffce2fa,JAK2_989e4e23b7,[1*]Cc1cccc([19*])c1,alkyl
FRAG_964c2865b2,JAK2_bb5849ef90,[1*]C/C=C/[5*],alkyl
FRAG_f88689098e,JAK2_bb5849ef90,[1*]C/C=C/C[6*],alkyl
FRAG_1832220e46,JAK2_bb5849ef90,[1*]C/C=C/CN[7*],aza
FRAG_4c8d268ebc,JAK2_bb5849ef90,[1*]C/C=C/CNC([9*])=O,aza_oxa
FRAG_69659d6761,JAK2_bb5849ef90,[2*]N(C)Cc1cccc(N[19*])c1,diaza
FRAG_0e598c2c31,JAK2_bb5849ef90,[2*]N(C)Cc1cccc([21*])c1,aza
FRAG_a7522702df,JAK2_bb5849ef90,[2*]N(C)C[26*],aza
FRAG_fb6ca6d6d5,JAK2_bb5849ef90,[2*]/C=C/C[6*],alkyl
FRAG_54c5c2a12a,JAK2_bb5849ef90,[2*]/C=C/CN[7*],aza
FRAG_2d8ddb09ce,JAK2_bb5849ef90,[2*]/C=C/CNC([9*])=O,aza_oxa
FRAG_fe3468b570,JAK2_bb5849ef90,[2*]/C=C/CNC(=O)c1cccc([15*])c1,aza_oxa
FRAG_e9bf03736b,JAK2_bb5849ef90,[3*]CN(C)Cc1cccc(N[19*])c1,diaza
FRAG_289fe3537b,JAK2_bb5849ef90,[3*]CN(C)Cc1cccc([21*])c1,aza
FRAG_a203dc8498,JAK2_bb5849ef90,[3*]CN(C)C[26*],aza
FRAG_4459890afd,JAK2_bb5849ef90,[3*]CN([28*])C,aza
FRAG_d13ef9912f,JAK2_bb5849ef90,[4*]CNC([9*])=O,aza_oxa
FRAG_e6dba5dcc2,JAK2_bb5849ef90,[4*]CNC(=O)c1cccc([15*])c1,aza_oxa
FRAG_698db67439,JAK2_bb5849ef90,[5*]/C=C/CN(C)Cc1cccc([21*])c1,aza
FRAG_3d28ed14ea,JAK2_bb5849ef90,[5*]/C=C/CN(C)C[26*],aza
FRAG_985056bf09,JAK2_bb5849ef90,[5*]/C=C/CN([28*])C,aza
FRAG_046da6d152,JAK2_bb5849ef90,[5*]NC([9*])=O,aza_oxa
FRAG_27f64194cb,JAK2_bb5849ef90,[5*]NC(=O)c1cccc([15*])c1,aza_oxa
FRAG_1675570a14,JAK2_bb5849ef90,[6*]C/C=C/CN(C)C[26*],aza
FRAG_9285b9028e,JAK2_bb5849ef90,[6*]C/C=C/CN([28*])C,aza
FRAG_489f7f5a76,JAK2_bb5849ef90,[6*]C(=O)c1cccc([15*])c1,oxa
FRAG_7ba1a66041,JAK2_bb5849ef90,[7*]NC/C=C/CN(C)C[26*],diaza
FRAG_7d33eae8b5,JAK2_bb5849ef90,[7*]NC/C=C/CN([28*])C,diaza
FRAG_99b109cf0e,JAK2_bb5849ef90,[7*]c1cccc([15*])c1,alkyl
FRAG_97d7550d20,JAK2_bb5849ef90,[7*]c1cccc(-c2ccnc([21*])n2)c1,diaza
FRAG_45948385e4,JAK2_bb5849ef90,[9*]C(=O)NC/C=C/CN(C)C[26*],oxa_aza
FRAG_d39acc84c8,JAK2_bb5849ef90,[9*]C(=O)NC/C=C/CN([28*])C,oxa_aza
FRAG_53dc5b9c9b,JAK2_bb5849ef90,[13*]c1ccnc([21*])n1,diaza
FRAG_25d8d2f094,JAK2_bb5849ef90,[13*]c1ccnc(N[22*])n1,diaza
FRAG_8527ad6e69,JAK2_bb5849ef90,[19*]Nc1cccc([28*])c1,aza
FRAG_c39c403abf,JAK2_bb5849ef90,[1*]Cc1cccc(N[19*])c1,aza
FRAG_c0ae7c0b87,JAK2_bb5849ef90,[21*]c1cccc([28*])c1,alkyl
FRAG_9beab3534d,JAK2_bb5849ef90,[1*]Cc1cccc([21*])c1,alkyl
FRAG_efe541c0a5,JAK2_5d0ef37da5,[1*]COC[5*],oxa
FRAG_28e7cdb054,JAK2_5d0ef37da5,[2*]/C=C/COCc1cc([24*])cs1,oxa_thio
FRAG_b297a9218f,JAK2_5d0ef37da5,[2*]/C=C/COC[29*],oxa
FRAG_9ccd8f0758,JAK2_5d0ef37da5,[2*]/C=C/CO[31*],oxa
FRAG_3e6d5f0cf5,JAK2_5d0ef37da5,[2*]/C=C/C[32*],alkyl
FRAG_2cf828bcc6,JAK2_5d0ef37da5,[3*]C/C=C/COCc1cc([24*])cs1,oxa_thio
FRAG_0342ebfef5,JAK2_5d0ef37da5,[3*]C/C=C/COC[29*],oxa
FRAG_6f25b7149b,JAK2_5d0ef37da5,[3*]C/C=C/CO[31*],oxa
FRAG_3cb8d1c2aa,JAK2_5d0ef37da5,[3*]C/C=C/C[32*],alkyl
FRAG_a9c1e95f57,JAK2_5d0ef37da5,[3*]C/C=C/[33*],alkyl
FRAG_ac211ddb6b,JAK2_5d0ef37da5,[4*]OC/C=C/COCc1cc([24*])cs1,oxa_thio
FRAG_05508c8a20,JAK2_5d0ef37da5,[4*]OC/C=C/COC[29*],dioxa
FRAG_fd5235bf3c,JAK2_5d0ef37da5,[4*]OC/C=C/CO[31*],dioxa
FRAG_38f1fbf811,JAK2_5d0ef37da5,[4*]OC/C=C/C[32*],oxa
FRAG_e5db78cfb9,JAK2_5d0ef37da5,[4*]OC/C=C/[33*],oxa
FRAG_5e90dae9d0,JAK2_5d0ef37da5,[5*]COC/C=C/COC[29*],dioxa
FRAG_b2fc85fc12,JAK2_5d0ef37da5,[5*]COC/C=C/CO[31*],dioxa
FRAG_c2af7d17e4,JAK2_5d0ef37da5,[5*]COC/C=C/C[32*],oxa
FRAG_8e93cea3cf,JAK2_5d0ef37da5,[5*]COC/C=C/[33*],oxa
